id,date,type,status,priority,digitized,title,contributors,summary
1640196,"Jan 1, 1960",RECORDED,1,1,1,"Santa Claus, 1960s",Tony Schwartz (Speaker),"Contents: Tony and a kid discuss Santa, where he lives, street Santas (00:04) -- Another kid talks about meeting Santa, and receiving gifts (3:17) -- Tony and a woman talk about their Christmas and Santa memories (7:10) -- Kid sings a Christmas ditty (8:56)."
1588735,,,1 - need to check for recognizable performers,1,1,"Music, unusual sounds",,"Snare drum (00:00) -- Bass (00:58) -- Plucked strings (2:31) -- Circus band (3:00) -- Democratic Convention, 1976 (3:47) -- Young people's concert (7:46) -- Bells (14:33) -- Circus band (14:53) -- Star spangled mandolins (17:09)."
1205909,,,3 - are these Robert Frost quotes PD?,1,1,Robert Frost quotes,Bob Marcado (Speaker) | Bob Landers (Speaker) | Pat Connell (Speaker) | Peter Thomas (Speaker) | Alexander Scourby (Speaker),"""Reading of Robert Frost quotes by different readers""--Accompanying collection documentation."
1205357,"Feb 12, 1963",RECORDED,3 - check if music is PD?,1,1,"Virgil Fox/organ : reel 2, 1963-02-12",Virgil Fox (Speaker),"""Discussion and demonstration of the organ at the Huntington Hartford Gallery of Art on Columbus Circle with organist Virgil Fox""--Accompanying collection documentation. RXF 8702 Demonstration of the organ 00:00) --Toccata and Fugue in D minor (00:42) -- explanation of organ's reverberation unit (3:23) -- unidentified (17:17) -- theme of the purcell trumpet tune (17:17) -- story of recording of organ at Royal Albert Hall (19:18) -- unidentified (10:48) -- unidentified Louis Viernne piece (12:36)."
1195371,,,"3 - not enough information, but sounds intriguing",1,1,Power and pollution,,
1628254,"Nov 26, 1990",RECORDED,"3 - not enough information, but sounds intriguing",1,1,Stimuli and response,Tony Schwartz,No summary found.
1604166,,,3 - perfomer? but sounds so cool!,1,1,Putney demo 70 : synth,Tony Louise (Speaker),"""Presentation by Tony Louise, composer in film + T.V., on the Putney VCS-3, an electronic musical instrument. Includes musical & sound samples""--Container. Contents: Musical demos. Opening fanfare ; Bossa nova ; Rock ; Sitar sound ; Car sounds, siren, gunshots, ricochets, explosion ; Pinball wizard (9:15)."
1202135,"May 7, 1957",RECORDED,1,2,1,"Walden school, 1957-05-07 : children at school talking about various",Tony Schwartz (Speaker),"Contents: 1. Kids talk about what they planted over the summer (5:56) -- 2. Kids play with and talk about chicks followed by kids shouting and playing (3:06) -- 3. Kids in playground : precocious kid recounts the time his electric clock went haywire as well as other comments followed by the sound of swings and toy guns (2:04) -- 4. More kids in playground (3:07) -- 5. Tony interviews ""Michael"" on his nursery school, favorite games, favorite story, and favorite TV program (3:07) -- 6. Kids talk about their favorite game, squirting water (2:29) -- 7. Teach with kids : what is round? ((3:30) -- 8. Classroom : teachers talking, kid crying, kids playing, laughing, talking, squeaking, etc., kids talk about hair, ""Jingle bells,"" girl talking about a sleepover at Aunt Goldie's, talk about tape recorders (18:41)."
1172718,"Sep 10, 1963",BROADCAST,1,2,1,Words & tone,Tony Schwartz (Producer) | Reenah Schwartz (Participant),"RXF 3489: What is a song? (Tony Schwartz, narrator ; unidentified old man, unidentified cab driver, unidentified male plumber; Mrs. Tony Schwartz, unidentified female singing teacher, unidentified man, speakers) (0:00)."
1172866,"Jul 18, 1967",BROADCAST,1,2,1,It's a boy,Tony Schwartz (Producer),"RXF 3632: It's a boy (Tony Schwartz, narrator ; unidentified male doctor, speaker) (0:00) -- I'll fly away (""Kayla,"" vocals ; Michaela Schwartz, speaker) (1:45). Sunday at 3:03 the doctor tells Tony Schwartz, ""It's a boy."" The name will be Anton or Alec. New life in the house is wonderful. The nurse sings a lullaby to Michaela: ""Fly Away."""
1178570,"Jun 9, 1968",RECORDED,1,2,1,Ted Carpenter and Tony Schwartz on museums 1968-06-09,Tony Schwartz (Producer) | Edmund Snow Carpenter (Speaker),"""Ted Carpenter with Tony on museums, museums of the past, in different cultures, science and art historically, functions of museums, originals vs. reproductions, collections of sound, structure of museums, importance of heritage to people "" (00:00) --Accompanying collection documentation."
1201218,"Mar 1, 1964",RECORDED,1,2,1,Children: November 1963,Darryl Cherney (Speaker) | Eddy Arben (Speaker) | Roy Hirshc (Speaker) | Jenipher Cherney (Speaker) | Tommy Arben (Speaker) | Marjorie Arben (Speaker) | Tony Schwartz (Sound Recordist),"Roy Hirsch- kid?s song ?Eat an Apple Everyday? March, 1964 (00:04) -- Carol Burmare?s children, reciting numbers, ?Good Morning Tom? October, 1963 (00:35) -- Jenipher Cherney and Jerry on ?Adam? (6:17) -- Darryl Cherney- space game (8:42) -- Arben family Halloween- Tommy, Eddie, Marjorie- Halloween and ?See you later Tom? October, 1963 (12:57). (Total time 19:31). Cataloger supplied title. See paper file for accompanying material."
1208285,,,1,2,1,New York interviews,,"RXF 8850: New Yorkers are interviewed about mugging incidents, how crime affects people's lives, the quality of city services, perceptions of Mayor John Lindsay, drugs in the schools and on the streets, morale and quality of the police force, public parks, and gambling (00:00). RXF 9109: New Yorkers are interviewed about how they feel walking on city streets, stabbing and mugging incidents, current-day New York compared to the city of twenty years earlier, filth in the city, primary concerns about the city, how kids are affected by drug pushers, garbage collection problems in the ghettos, opinions on the methadone program, robberies and their effect on fire and theft insurance, and crime and drugs (00:00)."
1220040,,,1,2,1,Home remedies,,Tony Schwartz interviews people about home remedies (00:00).
1490491,"Jan 1, 1962",RECORDED,1,2,1,"Abe Lincoln, 1962",,Contents: 1. People's comments on Abe Lincoln -- 2. Black opinion on living in the north or south.
1604169,"Apr 7, 1974",RECORDED,1,2,1,"N.Y. enthusiasts, 1979-04-07",,"Contents: SLS, Roumania [00:00] (:59) -- ELS, do the best around you [1:00] (:28) -- Attitudes toward subway [1:30] (:20) -- Attitudes toward subway, 1959 (:22) -- Hans Hacker to Meyer Berger, 1954 [2:13] (:22) -- Meyer Berger, 1954 [2:36] (:37) -- American airliner spot [3:15] (:45) -- Alex Scourby, Banks of Missouri by Watt Whitteman [4:00] (:18) -- Will Geer : a child went forth [4:20] (:18)."
1667620,,,1,2,1,Conversation about health care,Tony Schwartz (Speaker),Conversation between Tony Schwartz and unidentified man about health care. Unidentified man talks about the problems of hospitals and health insurers that act like businesses. Possibly raw material for a health care ad.
1668489,,,1,2,1,The value of being a Jew today,Tony Schwartz (Speaker),"Unidentified man talks to Tony Schwartz about the value of being Jewish today -- connected to a past that gives you values, future that gives you something new. Appears to be helping Schwartz to construct an ad promoting Judaism."
1836277,,,1,2,1,Tony Schwartz discusses his agoraphobia with an unidentified man,,No summary found.
1174646,"Nov 11, 1966",BROADCAST,1,3,1,Buying old suit,Tony Schwartz (Producer),"RXF 4103: Buying old suit (Tony Schwartz, narrator and interviewer ; unidentified man, interviewee) (0:00)."
1174711,"Dec 23, 1969",BROADCAST,1,3,1,How do you read?,Tony Schwartz (Producer) | Jack Bemporad (Speaker),"RXF 4114: How do you read? (Tony Schwartz, narrator and interviewer ; Rabbi Jack Bemporad, interviewee) (0:00)."
1175125,"Jul 23, 1968",BROADCAST,1,3,1,"Spoken and said, not written and read",Tony Schwartz (Producer) | Martin Luther King (Speaker),"""While working on a record in tribute to Martin Luther King, Tony came across Dr. King's eulogy to himself at the Atlanta Eboneser [i.e. Ebenezer] Baptist Church, February 4, 1968. We listen to Dr. King. ""--Accompanying collection documentation."
1175162,"Apr 14, 1970",BROADCAST,1,3,1,Happiness no. 4,Tony Schwartz (Producer),"""An interview with a young man who went to Woodstock. Mr. Gondolfo talks about the feeling of happiness. 'Love is happiness'""--Accompanying collection documentation."
1183508,"Jun 1, 1954",RECORDED,1,3,1,"Bob Rosenwald, 6-54 : hammering various stone & wood",Robert Rosenwald,"RXF 5801: Comments on each 1. Carving Italian alabaster 1:26, 2. Carving marble & granite, 3. Carving in wood (ebony) 1:37, 4. An announcer for a show :09."
1195258,,,1,3,1,Archive R-1,Tony Schwartz (Sound Recordist),U.K. Recognition of Red China 1-6-50 -- FDR before Congress/Foreign Affairs -- Republic of Phillipines (1:45) -- Nazi revival (1:38) -- Herbert Hoover and Socialism (2:35) -- Duke of Windsor (1:18) -- Noel Coward (3:00) -- Children and Santa (1:52) -- Canterbury cathedral /Christmas (:44) -- Pope Pius XII / Holy Year (2:00) -- Secretary of Defense Johnaon & Truman on Russia -- Stalin's birthday (1:05) -- Henry Kassidy? (:30) -- Christmas factory whistle (1:05) See paper file for accompanying material.
1195893,"Mar 1, 1967",RECORDED,1,3,1,Stella Adler : History of Yiddish theater,Stella Adler (Speaker) | Tony Schwartz (Sound Recordist),RXF 7326: Stella Adler on the history and development of the Yiddish Theater and on the Adlers (00:00).
1199851,,,1,3,1,Airplane Vic Jet trip #3,Victor Witten (Speaker),Helicopter and jet noise -- people talking -- DC-8 Take off sound -- Stewardess and airport announcements -- noise of interior of cruising jet -- See paper file for accompanying material.
1199920,,,1,3,1,Announcer - Process,Tony Schwartz (Speaker) | Bennett Lubin (Speaker),"RXF 7368: Bennett Lubin introducing himself and reading copy. ""Dollar's just not worth a dollar anymore."" A few different takes. (00:00)."
1199964,"Aug 19, 1979",RECORDED,1,3,1,Anorexia,Reenah Schwartz (Speaker) | Kayla Schwartz (Speaker) | Tony Schwartz (Sound Recordist),"Kayla and Reenah argue about food and breakfast [time 00:00] (duration 4:45) -- Kayla throwing a tantrum about missing a dinnner [4:00] (3:55) -- Tony and unidentified person speaking about how to calm Kayla down [8:01] (:55) -- Kayla and parents discuss food, what's right to eat, and how much to eat [9:01] (2:30) -- Kayla and parents discuss food, what's right to eat, and how much to eat [11:35] (4:00) -- Dropping Kayla off at a class [15:46] (9:35). Total time (25:40)."
1201251,,,1,3,1,Mother telling stories to her child,Tony Schwartz (Sound Recordist),Mother telling stories to baby (6:21). Cataloger supplied title. See paper file for accompanying material.
1705568,"Jan 1, 1963",BROADCAST,1,3,1,Various programs,,Side 1: School bus riddles. 1968-03-05 -- Invisible friends. 1963-10-22. Side 2: Learning a language -- Same voice 12 years apart -- Private languages. 1968-07-09.
1705892,"Jan 1, 1966",RECORDED,1,3,1,Various programs,,Side 1: Musical translations. 1970-06-16 -- Thoughts on automation. 1969-04-08 -- Michael & Pat. 1966-01-17. Side 2: Children & sickness. 1970-11-10 -- Proud parents. 1966-03-29 -- Intercommunication. 1967-09-05.
1712919,"Jan 1, 1969",RECORDED,1,3,1,Various programs,,Side 1: Who signed guess who?. 1970-03-03 -- Mom & Pop stores stories. 1969-06-10 -- Annual concert time. 1970-01-06. Side 2: Tribute to Dr. King. 1970-01-27 -- A cold in da dose. 1970-09-15 -- Mommy I'm homesick. 1969-10-07. -- Instant information. 1970-05-05.
1810170,"Jul 1, 1986",RECORDED,1,3,1,"Tony's experience with handshaking, 1986-07-01",Tony Schwartz (Speaker),No summary found.
1836363,"Dec 25, 1988",RECORDED,1,3,1,"Anton Schwartz interviews Tony Schwartz, 1988-12-25",Tony Schwartz (Interviewee) | Anton Schwartz (Interviewer),"Anton Schwartz interviews his father Tony Schwartz. Dec. 25, 1988 (00:00)."
1172868,"May 5, 1970",BROADCAST,2,4,1,Instant information,Tony Schwartz (Producer) | Marshall McLuhan (Speaker),"RXF 3677: Instant information (Tony Schwartz, narrator ; Marshall McLuhan, speaker ; various unidentified men and women) (0:00). Presents excerpts of Marshall McLuhan discussing his theories as well as reactions to the news that the astronauts may be stranded in space."
1174062,"Jul 1, 1969",BROADCAST,2,4,1,The generation gap,Tony Schwartz (Producer),"RXF 4014: Introduction (Tony Schwartz, narrator) (0:00) -- conversation (Tony Schwartz, John, Jimmy, Jeanette, speakers) (00:57)."
1195303,,,2,4,1,Playground,Tony Schwartz (Interviewer),children in playground (1:00) -- Kids playing in water. Then on dry land. Tony talks to and interviews a couple of kids (3:36) -- More of second cut and playing with individual kids. Talking to the kid's mom about playgrounds (17:21). See paper file for accompanying material.
1647346,,,2,4,1,Tony Schwartz answering machine outgoing message,Tony Schwartz (Speaker),No summary found.
1174003,"Feb 3, 1970",BROADCAST,2,,1,Clarity or confusion,Tony Schwartz (Producer),"""Here is the ""Blueprint for Counter-Education"" published by Doubleday. In a phono-montage, a college student and a businessman talk about the book, its three charts, and its message.""(00:00) --from accompanying paperwork."
1176259,"Apr 29, 1975",BROADCAST,2,,1,"Communication journal. 1975-04-29, Ray Howard",Tony Schwartz (Producer) | Ray Howard (Speaker),"""The telephone has more 'co' from 'communication' than newspapers or radio. Ray Howard, an economist/columnist, tells about his communication with his readers through the letters that they send him"" (00:00) --Accompanying collection documentation."
1178070,"Jan 31, 1968",RECORDED,2,,1,"Ted Carpenter guest lecture on language in Marshall McLuhan's class,","Edmund Snow Carpenter (Speaker) | Marshall McLuhan (Speaker) | Tony Schwartz (Sound Recordist) | New Sounds, Inc. (Undetermined)","""Carpenter at Fordham University on language, origins, pre-speech human communication, ritual and language, print culture, mathematics and language, numbers and identity"" (00:00)--Accompanying collection documentation."
1178556,"Aug 1, 1968",RECORDED,2,,1,"Tony Schwartz and Marshall McLuhan, conversation, 1968, August",Tony Schwartz (Producer) | Marshall McLuhan (Speaker),"""McLuhan with Tony on politics, politics as show business, evolution of cities, communism, return to 19th century, identity and environment, JFK and Trudeau as models of the reluctant hero in politics, jazz, etc."" (00:00) --Accompanying collection documentation."
1181535,"Nov 30, 1963",RECORDED,2,,1,Moritz Jagendorf on folklore and wine.,M. A. (Moritz Adolph) Jagendorf (Speaker) | Tony Schwartz (Speaker),"RXF 5023: Tony Schwartz talks to Jagendorf about how he came to collect folklore (00:00) -- Jagendorf tells T.S. stories of wine, wine making and wine drinkning (03:10) -- The sound of pouring wine is recorded (08:57) -- Sophie tells how to make chestnut wine (10:20) -- Jagendorf tells T.S. about: The folklore organizations he's part of, about his books, his techniques for gathering stories, stories his mother told him (11:56) -- How he came to collect folklore (again) (22:02) -- The story of ""Lucky Rose Cabin"" (26:34)."
1192408,"Sep 1, 1952",RECORDED,2,,1,"Moses Soyer, 1952 September",Tony Schwartz (Interviewer) | Moses Soyer (Speaker),"RXF 6838: Moses [Soyer] talks about his paintings, his lifestyle, his artistic training, the sale of his paintings, etc. to Tony [Schwartz] (00:00)."
1195719,,,2,,1,Alan Bleviss,Alan Bleviss (Speaker) | Tony Schwartz (Speaker),"Few takes of Tony instructing Alan of how he would like to have copy read, Alan tries a couple. See paper file for accompanying material."
1200129,"Jan 1, 1967",RECORDED,2,,1,Milt Barnert,Milton Barnert (Speaker),"Reel 1. (3 3/4 IPS) Oral correspondence to family and Schwartz family. Unknown length, no machine to play it on. (00:09) -- Oral correspondence/ speaks of local sights in San Antonio and chronicles his days. Says hello to friends and family. (7.5 IPS) (31:03). Reel 2. Oral correspondence ( background noise from previous recordings) (12:30) -- Milt Barnett and daughter, wife, oral correspondence (14:42). See paper file for accompanying material."
1348524,"Jan 1, 1971",RECORDED,2,,1,Global village 71,Edmund Snow Carpenter (Speaker),Anthropologist Edmund (Ted) Carpenter on pope and African ruler.
1490012,,,2,,1,Bob Marcato & Tony Schwartz discussion on precise speech,Bob Marcato (Speaker) | Tony Schwartz (Speaker),RXG0235: Bob Marcato and Tony Schwartz talking about precise speech (0:0) -- End (2:37).
1604702,"Nov 30, 1966",RECORDED,2,,1,"Post-literacy reading : AT&T, McCann Ericson, 1966-11-30",Kayla Schwartz (Speaker) | Tony Schwartz (Speaker) | Marshall McLuhan (Speaker) | Ben Shahn (Speaker) | Alexander Scourby (Speaker) | Nancy Schwartz (Speaker),Tony's presentation on the relation of sound to reading and writing in the age of post-literacy : excerpts start with Ben Shahn and end with Nancy Schwartz (11:24)[00:00] -- Tony's narration without inserts (timing includes leader) (4:31)[11:25].
1626330,,,2,,1,Massachusetts universities presentation,,No summary found.
1628252,"Nov 26, 1990",RECORDED,2,,1,"Stimuli and response presentation, 1990-11-26",Tony Schwartz,No summary found.
1628645,"Jan 29, 1992",RECORDED,2,,1,"Dalton presentation, 1992-01-29",,"This tape includes an insert for the Media Peace Corps presentation, Feb. 19, 1991."
1629817,"Aug 15, 1988",RECORDED,2,,1,"Sadako and the 1000 paper cranes, scratch track, 1988-08-15",Liv Ullmann (Speaker),"Liv Ullmann, narrator."
1647339,,,2,,1,Checking in for physical training at the Park Health Club,Tony Schwartz (Speaker),Recording of Tony Schwartz checking in for physical training and discussing medical history with physical trainer.
1667558,"Jan 1, 2001",RECORDED,2,,1,Tony Schwartz acceptance speech for the Lifetime Achievement Award,Tony Schwartz (Honoree) | American Association of Political Consultants (Host),Tony Schwartz received the Lifetime Achievement Award from the American Association of Political Consultants in 2001. This recording appears to be dubbed from a prior recording.
1667647,,,2,,1,Test of Dolby B,Tony Schwartz,"""Normal tape on Dolby B"""
1697501,,,2,,1,"Answering machine message, Tony Schwartz collection",,Appears to be an answering machine outgoing message -- includes unidentified man counting upward and a long beep. Recorded on 90 second Sanyo endless tape announcement cassette.
