Id,Title,URL,Source,Creator,Year,Alt URL,Filename
510d47e3-14f6-a3d9-e040-e00a18064a99,Moonlight Bay,https://digitalcollections.nypl.org/items/510d47e3-14f6-a3d9-e040-e00a18064a99,nypl,J. H. Remick,1912,,nypl.510d47e3-14f6-a3d9-e040-e00a18064a99.001.jpg
510d47da-e677-a3d9-e040-e00a18064a99,Table with drawing of orbits of planets and sun.,https://digitalcollections.nypl.org/items/510d47da-e677-a3d9-e040-e00a18064a99,nypl,Unknown,1400 - 1499,,nypl.510d47da-e677-a3d9-e040-e00a18064a99.001.jpg
510d47da-8c80-a3d9-e040-e00a18064a99,"Shushan emek uyamah, kerovah for shaharit of Yom Kippur.",https://digitalcollections.nypl.org/items/510d47da-8c80-a3d9-e040-e00a18064a99,nypl,David bar Pesah,1301 - 1400,,nypl.510d47da-8c80-a3d9-e040-e00a18064a99.001.jpg
b9f2b588-8fb6-d39b-e040-e00a180679bc,Population distribution map,https://digitalcollections.nypl.org/items/b9f2b588-8fb6-d39b-e040-e00a180679bc,nypl,New York City Planning Commission,1945,,nypl.b9f2b588-8fb6-d39b-e040-e00a180679bc.001.jpg
d5004270-d06b-0139-3334-0242ac110003,"Jane Porter to Drury Lane Theatre Committee, autograph letter (draft)",https://digitalcollections.nypl.org/items/d5004270-d06b-0139-3334-0242ac110003,nypl,Jane Porter,1816,,nypl.d5004270-d06b-0139-3334-0242ac110003.002.jpg
6b4ee8ad-97ed-8ca4-e040-e00a18065179,King Luckieboy receives General Janus,https://digitalcollections.nypl.org/items/6b4ee8ad-97ed-8ca4-e040-e00a18065179,nypl,Walter Crane,1845 - 1915,,nypl.6b4ee8ad-97ed-8ca4-e040-e00a18065179.001.jpg
6c2b4830-39a0-8bd3-e040-e00a18064268,"""'Little niece,' said Kühleborn, 'forget not that I am here with thee as a guide.'""",https://digitalcollections.nypl.org/items/6c2b4830-39a0-8bd3-e040-e00a18064268,nypl,Arthur Rackham,1912,,nypl.6c2b4830-39a0-8bd3-e040-e00a18064268.001.jpg
6d40fb4e-9c13-3ae6-e040-e00a18061242,"Title Page The Pied Piper of Hamelin, A Child's Story.",https://digitalcollections.nypl.org/items/6d40fb4e-9c13-3ae6-e040-e00a18061242,nypl,Hope Dunlap,1910,,nypl.6d40fb4e-9c13-3ae6-e040-e00a18061242.001.jpg
510d47e4-0c76-a3d9-e040-e00a18064a99,The Harpies,https://digitalcollections.nypl.org/items/510d47e4-0c76-a3d9-e040-e00a18064a99,nypl,Bartolomeo Pinelli,1878,,nypl.510d47e4-0c76-a3d9-e040-e00a18064a99.001.jpg
510d47e4-54dc-a3d9-e040-e00a18064a99,Abydos: Temple Ramses III,https://digitalcollections.nypl.org/items/510d47e4-54dc-a3d9-e040-e00a18064a99,nypl,Cairo Postcard Trust,1907 - 1930,,nypl.510d47e4-54dc-a3d9-e040-e00a18064a99.001.jpg
e24d2190-bad5-0132-a5c4-58d385a7bbd0,Detail of tabby wall. Ruins of supposed Spanish mission. St. Marys Georgia,https://digitalcollections.nypl.org/items/e24d2190-bad5-0132-a5c4-58d385a7bbd0,nypl,Walker Evans,1936,,nypl.e24d2190-bad5-0132-a5c4-58d385a7bbd0.001.jpg
b0d65bdd-774d-7d0a-e040-e00a18065084,Alioto's,https://digitalcollections.nypl.org/items/b0d65bdd-774d-7d0a-e040-e00a18065084,nypl,Unknown,1956,,nypl.b0d65bdd-774d-7d0a-e040-e00a18065084.001.jpg
5448f7e0-7188-0136-d3ab-4798ffdc316c,"Jesse, Arthur",https://digitalcollections.nypl.org/items/5448f7e0-7188-0136-d3ab-4798ffdc316c,nypl,Arthur Jesse,1886,,nypl.5448f7e0-7188-0136-d3ab-4798ffdc316c.001.jpg
510d47da-20a3-a3d9-e040-e00a18064a99,Westminster Abbey from the west entrance.,https://digitalcollections.nypl.org/items/510d47da-20a3-a3d9-e040-e00a18064a99,nypl,Benson J. Lossing,1777 - 1890,,nypl.510d47da-20a3-a3d9-e040-e00a18064a99.001.jpg
510d47da-548e-a3d9-e040-e00a18064a99,"Subterranean Water Action - St. John's Cathedral, Endless Caverns, New Market,VA., Milwaukee Public Museum Group",https://digitalcollections.nypl.org/items/510d47da-548e-a3d9-e040-e00a18064a99,nypl,Detroit Publishing Company,1898 - 1931,,nypl.510d47da-548e-a3d9-e040-e00a18064a99.001.jpg
7c833542-004e-c644-e040-e00a18063fbc,Branchages,https://digitalcollections.nypl.org/items/7c833542-004e-c644-e040-e00a18063fbc,nypl,Rodolphe Bresdin,1854 - 1884,,nypl.7c833542-004e-c644-e040-e00a18063fbc.001.jpg
3595bf70-e01b-0134-4f88-03fcb6f6c0cf,Geological map of north eastern Alabama with adjacent portions of Tennessee and Georgia,https://digitalcollections.nypl.org/items/3595bf70-e01b-0134-4f88-03fcb6f6c0cf,nypl,Eugene Allen Smith,1890,,nypl.3595bf70-e01b-0134-4f88-03fcb6f6c0cf.001.jpg
43c1e910-1c84-0134-4ccd-00505686a51c,Letter to Samuel Cooper,https://digitalcollections.nypl.org/items/43c1e910-1c84-0134-4ccd-00505686a51c,nypl,Samuel Adams,1779,,nypl.43c1e910-1c84-0134-4ccd-00505686a51c.001.jpg
19f89df0-642b-0135-c258-1d2b916958ed,"Fan Kuai (Hankai), from the series A Set of Three Broken Doors (Haitatsu sanban)",https://digitalcollections.nypl.org/items/19f89df0-642b-0135-c258-1d2b916958ed,nypl,Yashima Gakutei,1827,,nypl.19f89df0-642b-0135-c258-1d2b916958ed.001.jpg
510d47db-bf6d-a3d9-e040-e00a18064a99,Battle of New Orleans.,https://digitalcollections.nypl.org/items/510d47db-bf6d-a3d9-e040-e00a18064a99,nypl,Julian Oliver Davidson,1885,,nypl.510d47db-bf6d-a3d9-e040-e00a18064a99.001.jpg
510d47dc-39c3-a3d9-e040-e00a18064a99,Interior work : structural framework.,https://digitalcollections.nypl.org/items/510d47dc-39c3-a3d9-e040-e00a18064a99,nypl,New York Public Library,1905,,nypl.510d47dc-39c3-a3d9-e040-e00a18064a99.001.jpg
510d47db-c348-a3d9-e040-e00a18064a99,Virginia,https://digitalcollections.nypl.org/items/510d47db-c348-a3d9-e040-e00a18064a99,nypl,Ralph Hall,1637,,nypl.510d47db-c348-a3d9-e040-e00a18064a99.001.jpg
510d47d9-57ff-a3d9-e040-e00a18064a99,Saqara [Saqqârah]: Grab 24. Decken Verzierungen ; Grab 15. Details  der Blendthür.,https://digitalcollections.nypl.org/items/510d47d9-57ff-a3d9-e040-e00a18064a99,nypl,Gustav Reubke,1849 - 1856,,nypl.510d47d9-57ff-a3d9-e040-e00a18064a99.001.jpg
cb647b80-e148-0132-3985-58d385a7bbd0,Panel ornament with two lovers,https://digitalcollections.nypl.org/items/cb647b80-e148-0132-3985-58d385a7bbd0,nypl,Israhel van Meckenem,1401 - 1500,,nypl.cb647b80-e148-0132-3985-58d385a7bbd0.001.jpg
5e66b3e9-19a5-d471-e040-e00a180654d7,"The prophet Lût (Lot) talks with the angel Jibrâ'îl, with the destroyed city of Sodom in the background, fol. 37v",https://digitalcollections.nypl.org/items/5e66b3e9-19a5-d471-e040-e00a180654d7,nypl,Abū Isḥāq Ibrāhīm ibn Manṣūr Nīsābūrī,1577,,nypl.5e66b3e9-19a5-d471-e040-e00a180654d7.001.jpg
e7d81b10-22c9-0135-875a-7bd7facf7621,Kamakara no Kengoro Kagemasa fighting Tori no umi Yosaburo Yasunori,https://digitalcollections.nypl.org/items/e7d81b10-22c9-0135-875a-7bd7facf7621,nypl,Hokusai Katsushika,1801 - 1825,,nypl.e7d81b10-22c9-0135-875a-7bd7facf7621.001.jpg
510d47e3-b8e9-a3d9-e040-e00a18064a99,Emil Filla: Jitro.,https://digitalcollections.nypl.org/items/510d47e3-b8e9-a3d9-e040-e00a18064a99,nypl,Emil Filla,1911 - 1913,,nypl.510d47e3-b8e9-a3d9-e040-e00a18064a99.001.jpg
510d47de-0055-a3d9-e040-e00a18064a99,Oldest makers in America [Back cover].,https://digitalcollections.nypl.org/items/510d47de-0055-a3d9-e040-e00a18064a99,nypl,Haynes Automobile Company,1903 - 1916,,nypl.510d47de-0055-a3d9-e040-e00a18064a99.001.jpg
510d47d9-7dcd-a3d9-e040-e00a18064a99,"Panorama of the seat of war.  Birds eye view of Virginia, Maryland Delaware and the District of Columbia",https://digitalcollections.nypl.org/items/510d47d9-7dcd-a3d9-e040-e00a18064a99,nypl,John Bachmann,1861,,nypl.510d47d9-7dcd-a3d9-e040-e00a18064a99.001.jpg
510d47df-8acd-a3d9-e040-e00a18064a99,Korosmezo und Mikuliczyn.,https://digitalcollections.nypl.org/items/510d47df-8acd-a3d9-e040-e00a18064a99,nypl,Austro-Hungarian Monarchy. Militärgeographisches Institut,1914,,nypl.510d47df-8acd-a3d9-e040-e00a18064a99.001.jpg
99a2ba10-e35e-0135-6976-6f541abdf41f,"Horae, fol. 136",https://digitalcollections.nypl.org/items/99a2ba10-e35e-0135-6976-6f541abdf41f,nypl,Unknown,1500,,nypl.99a2ba10-e35e-0135-6976-6f541abdf41f.001.jpg
3ce8ca70-3f07-0138-cf9e-7db166cb8ada,"Ajâ'ib al-makhlûqât va gharâ'ib al-mawjûdât, f. 61v",https://digitalcollections.nypl.org/items/3ce8ca70-3f07-0138-cf9e-7db166cb8ada,nypl,Zakarīyā ibn Muḥammad Qazwīnī,1540 - 1545,,nypl.3ce8ca70-3f07-0138-cf9e-7db166cb8ada.001.jpg
c4514d80-c21f-0133-0e95-00505686d14e,A shnirele perl: drama in 4 aḳṭen,https://digitalcollections.nypl.org/items/c4514d80-c21f-0133-0e95-00505686d14e,nypl,Yiddish Art Theatre Players,1925,,nypl.c4514d80-c21f-0133-0e95-00505686d14e.001.jpg
510d47dc-40d3-a3d9-e040-e00a18064a99,Front endpaper,https://digitalcollections.nypl.org/items/510d47dc-40d3-a3d9-e040-e00a18064a99,nypl,Jean Stroobants,1885,,nypl.510d47dc-40d3-a3d9-e040-e00a18064a99.001.jpg
510d47de-0c73-a3d9-e040-e00a18064a99,"Kartiny iz Biblii i Apokalipsisa, raboty mastera Koreniai",https://digitalcollections.nypl.org/items/510d47de-0c73-a3d9-e040-e00a18064a99,nypl,Ekspeditsiia zagotovleniia gos. bumag,1881,,nypl.510d47de-0c73-a3d9-e040-e00a18064a99.001.jpg
099c81b0-e8f3-0130-f869-58d385a7bbd0,Characters and Caricaturas,https://digitalcollections.nypl.org/items/099c81b0-e8f3-0130-f869-58d385a7bbd0,nypl,William Hogarth,1743,,nypl.099c81b0-e8f3-0130-f869-58d385a7bbd0.001.jpg
2b2d1530-8ebf-0132-bb24-58d385a7b928,Masonic Publishing Co; Olympic Theatre,https://digitalcollections.nypl.org/items/2b2d1530-8ebf-0132-bb24-58d385a7b928,nypl,Unknown,1873,,nypl.2b2d1530-8ebf-0132-bb24-58d385a7b928.001.jpg
510d47e2-4ecc-a3d9-e040-e00a18064a99,Poseliane Voronezhskoi gubernii. Velikorossiiane.,https://digitalcollections.nypl.org/items/510d47e2-4ecc-a3d9-e040-e00a18064a99,nypl,Vasiliĭ Fëdorovich Timm,1851 - 1862,,nypl.510d47e2-4ecc-a3d9-e040-e00a18064a99.001.jpg
85627f27-1238-9fab-e040-e00a18061aa8,F-6,https://digitalcollections.nypl.org/items/85627f27-1238-9fab-e040-e00a18061aa8,nypl,Unknown,2100 - 2000 B.C.,,nypl.85627f27-1238-9fab-e040-e00a18061aa8.001.jpg
510d47da-5218-a3d9-e040-e00a18064a99,When I'm looking at you,https://digitalcollections.nypl.org/items/510d47da-5218-a3d9-e040-e00a18064a99,nypl,"T.B. Harms & Francis, Day & Hunter",1918,,nypl.510d47da-5218-a3d9-e040-e00a18064a99.001.jpg
510d47d9-477c-a3d9-e040-e00a18064a99,"Saggi delle pitture e ornamenti, che decorano le volte, o i soffitti delle tombe e delle case egiziane.",https://digitalcollections.nypl.org/items/510d47d9-477c-a3d9-e040-e00a18064a99,nypl,Giuseppe Angelelli,1832 - 1844,,nypl.510d47d9-477c-a3d9-e040-e00a18064a99.001.jpg
510d47e3-af77-a3d9-e040-e00a18064a99,Brokat.,https://digitalcollections.nypl.org/items/510d47e3-af77-a3d9-e040-e00a18064a99,nypl,F. Bruckmann,1912,,nypl.510d47e3-af77-a3d9-e040-e00a18064a99.001.jpg
510d47e0-d8bd-a3d9-e040-e00a18064a99,A sectional view of the New York Public Library,https://digitalcollections.nypl.org/items/510d47e0-d8bd-a3d9-e040-e00a18064a99,nypl,Scientific American,1911,,nypl.510d47e0-d8bd-a3d9-e040-e00a18064a99.001.jpg
7c06aa40-4130-0138-5cdb-0792cb28f66b,No. 94,https://digitalcollections.nypl.org/items/7c06aa40-4130-0138-5cdb-0792cb28f66b,nypl,Claude Lorrain,1777 - 1819,,nypl.7c06aa40-4130-0138-5cdb-0792cb28f66b.001.jpg
510d47dc-95c6-a3d9-e040-e00a18064a99,Mangrove trees on the borders of the Mesurado lagoon,https://digitalcollections.nypl.org/items/510d47dc-95c6-a3d9-e040-e00a18064a99,nypl,Hutchinson & Co.,1906,,nypl.510d47dc-95c6-a3d9-e040-e00a18064a99.001.jpg
510d47e3-4b75-a3d9-e040-e00a18064a99,"Bordure d'un des vitraux, que Suger fit executer dans l'église de l'abbaye de St. Denis.",https://digitalcollections.nypl.org/items/510d47e3-4b75-a3d9-e040-e00a18064a99,nypl,Nicolas Xavier Willemin,1839,,nypl.510d47e3-4b75-a3d9-e040-e00a18064a99.001.jpg
19a7e380-d1fc-0134-9ca8-00505686a51c,Africa,https://digitalcollections.nypl.org/items/19a7e380-d1fc-0134-9ca8-00505686a51c,nypl,Emil Schulthess,1959,,nypl.19a7e380-d1fc-0134-9ca8-00505686a51c.315.jpg
5fe9a0b3-557a-68bb-e040-e00a180615c4,"Fig. CXXIIX. Haustrum sextuplex, per capsulas.",https://digitalcollections.nypl.org/items/5fe9a0b3-557a-68bb-e040-e00a180615c4,nypl,Georg Andreas Böckler,1662,,nypl.5fe9a0b3-557a-68bb-e040-e00a180615c4.001.jpg
fc85dab0-ae6b-0133-7df4-00505686d14e,"Ma vision, ou Idées sur L'affranchissement des noirs",https://digitalcollections.nypl.org/items/fc85dab0-ae6b-0133-7df4-00505686d14e,nypl,Unknown,1789 - 1865,,nypl.fc85dab0-ae6b-0133-7df4-00505686d14e.001.jpg
5e66b3e8-8969-d471-e040-e00a180654d7,Ruhhâm chases Bârmân.,https://digitalcollections.nypl.org/items/5e66b3e8-8969-d471-e040-e00a180654d7,nypl,Firdawsî,1616,,nypl.5e66b3e8-8969-d471-e040-e00a180654d7.001.jpg
4a6c0440-2893-0132-4636-58d385a7bbd0,Harlem WPA Street Dance,https://digitalcollections.nypl.org/items/4a6c0440-2893-0132-4636-58d385a7bbd0,nypl,Elizabeth Olds,1935 - 1943,,nypl.4a6c0440-2893-0132-4636-58d385a7bbd0.001.jpg
9bf3f772-ae23-0baf-e040-e00a18066e50,"Scroll 3, scene 5",https://digitalcollections.nypl.org/items/9bf3f772-ae23-0baf-e040-e00a18066e50,nypl,Unknown,1650 - 1699,,nypl.9bf3f772-ae23-0baf-e040-e00a18066e50.001.jpg
510d47df-79b9-a3d9-e040-e00a18064a99,Up a tree.,https://digitalcollections.nypl.org/items/510d47df-79b9-a3d9-e040-e00a18064a99,nypl,Porter & Coates,1872,,nypl.510d47df-79b9-a3d9-e040-e00a18064a99.001.jpg
510d47e0-1610-a3d9-e040-e00a18064a99,Tissus de raphia brodés. 1. Bashoba. 2-6. Bangongo.,https://digitalcollections.nypl.org/items/510d47e0-1610-a3d9-e040-e00a18064a99,nypl,Ministère des colonies : en vente chez Falk fils,1910,,nypl.510d47e0-1610-a3d9-e040-e00a18064a99.001.jpg
437654,Circus Sideshow (Parade de cirque),https://www.metmuseum.org/art/collection/search/437654,met,Georges Seurat,1887 - 1888,,met.437654.001.jpg
436524,Sunflowers,https://www.metmuseum.org/art/collection/search/436524,met,Vincent van Gogh,1887,,met.436524.001.jpg
823660,Serape,https://www.metmuseum.org/art/collection/search/823660,met,Unidentified,ca. 1840 - 1850,,met.823660.001.jpg
446285,Panel from a Rectangular Box,https://www.metmuseum.org/art/collection/search/446285,met,Unidentified,10th - early 11th century,,met.446285.001.jpg
337725,"The Round Tower, from ""Carceri d'invenzione"" (Imaginary Prisons)",https://www.metmuseum.org/art/collection/search/337725,met,Giovanni Battista Piranesi,ca. 1749 - 1750,,met.337725.001.jpg
544502,Ceiling painting from the palace of Amenhotep III,https://www.metmuseum.org/art/collection/search/544502,met,Unidentified,ca. 1390 - 1353 B.C.,,met.544502.001.jpg
316457,Ceremonial Banner (Palepai Maju),https://www.metmuseum.org/art/collection/search/316457,met,Unidentified,18th century,,met.316457.001.jpg
316945,Border Fragment,https://www.metmuseum.org/art/collection/search/316945,met,Unidentified,450 - 175 B.C.,,met.316945.002.jpg
451373,Ceiling,https://www.metmuseum.org/art/collection/search/451373,met,Unidentified,16th century,,met.451373.001.jpg
229859,Chasuble (one of a set of five vestments),https://www.metmuseum.org/art/collection/search/229859,met,Unidentified,18th century,,met.229859.001.jpg
322585,Panel with striding lion,https://www.metmuseum.org/art/collection/search/322585,met,Unidentified,ca. 604 - 562 B.C.,,met.322585.001.jpg
674,Basin,https://www.metmuseum.org/art/collection/search/674,met,Master Potter A,ca. 1650,,met.674.001.jpg
39735,Panel with Peonies and Butterfly,https://www.metmuseum.org/art/collection/search/39735,met,Unidentified,late 14th - 15th century,,met.39735.001.jpg
11130,Northeaster,https://www.metmuseum.org/art/collection/search/11130,met,Winslow Homer,1895,,met.11130.001.jpg
544320,Stela of the Steward Mentuwoser,https://www.metmuseum.org/art/collection/search/544320,met,Unidentified,ca. 1944 B.C.,,met.544320.001.jpg
199674,The Holy Family with Saints Anne and Joachim,https://www.metmuseum.org/art/collection/search/199674,met,Diego de Pesquera,1567 - 1568,,met.199674.001.jpg
12544,Ocean Life,https://www.metmuseum.org/art/collection/search/12544,met,James M. Sommerville,1859,,met.12544.001.jpg
313240,Relief with Enthroned Ruler,https://www.metmuseum.org/art/collection/search/313240,met,Chakalte' ,early 770s,,met.313240.001.jpg
436163,Three Dancers Preparing for Class,https://www.metmuseum.org/art/collection/search/436163,met,Edgar Degas,after 1878,,met.436163.001.jpg
451725,"""The Concourse of the Birds"", Folio 11r from a Mantiq al-tair (Language of the Birds)",https://www.metmuseum.org/art/collection/search/451725,met,Habiballah of Sava,ca. 1600,,met.451725.001.jpg
39730,Welcoming Spring,https://www.metmuseum.org/art/collection/search/39730,met,Unidentified,15th century,,met.39730.001.jpg
451102,Textile Fragment,https://www.metmuseum.org/art/collection/search/451102,met,Unidentified,mid-16th century,,met.451102.001.jpg
449537,Mihrab (Prayer Niche),https://www.metmuseum.org/art/collection/search/449537,met,Unidentified,1354 - 1355,,met.449537.001.jpg
49156,"The Kangxi Emperor's Southern Inspection Tour, Scroll Three: Ji'nan to Mount Tai",https://www.metmuseum.org/art/collection/search/49156,met,Wang Hui,1698,,met.49156.001.jpg
11325,Sunset on the Sea,https://www.metmuseum.org/art/collection/search/11325,met,John Frederick Kensett,1872,,met.11325.001.jpg
13907,"Quilt (or decorative throw), Crazy pattern",https://www.metmuseum.org/art/collection/search/13907,met,Tamar Horton Harris North,ca. 1877,,met.13907.001.jpg
316393,Plaque: Warrior and Attendants,https://www.metmuseum.org/art/collection/search/316393,met,Unidentified,16th - 17th century,,met.316393.001.jpg
449534,Tughra (Insignia) of Sultan Süleiman the Magnificent (r. 1520–66),https://www.metmuseum.org/art/collection/search/449534,met,Unidentified,ca. 1555 - 1560,,met.449534.001.jpg
317781,Altar to the Hand of Ezomo Ehenua (Ikegobo),https://www.metmuseum.org/art/collection/search/317781,met,Unidentified,18th - 19th century,,met.317781.001.jpg
78670,A New Record Comparing the Handwriting of the Courtesans of the Yoshiwara,https://www.metmuseum.org/art/collection/search/78670,met,Kitao Masanobu,1784,,met.78670.001.jpg
204217,Male adult goat,https://www.metmuseum.org/art/collection/search/204217,met,Unidentified,second half 18th century,,met.204217.001.jpg
444011,Textile Fragment,https://www.metmuseum.org/art/collection/search/444011,met,Unidentified,6th - 7th century,,met.444011.001.jpg
447860,Roundel,https://www.metmuseum.org/art/collection/search/447860,met,Unidentified,6th - 7th century,,met.447860.001.jpg
469947,Angel of the Annunciation,https://www.metmuseum.org/art/collection/search/469947,met,Unidentified,ca. 1290–1300,,met.469947.001.jpg
312615,Tunic Fragment,https://www.metmuseum.org/art/collection/search/312615,met,Unidentified,7th–9th century,,met.312615.001.jpg
547798,"Pectoral with bovine head crowned with disk, horns and feathers",https://www.metmuseum.org/art/collection/search/547798,met,Unidentified,ca. 664–200 B.C.,,met.547798.001.jpg
312849,Miniature Dress,https://www.metmuseum.org/art/collection/search/312849,met,Unidentified,12th–13th century,,met.312849.001.jpg
315050,Tunic,https://www.metmuseum.org/art/collection/search/315050,met,Unidentified,700–850,,met.315050.001.jpg
319585,Woman's Mantle,https://www.metmuseum.org/art/collection/search/319585,met,Unidentified,late 18th century,,met.319585.001.jpg
450512,"""Battle Scene"", Folio from a Zafarnama (Book of Victories) of Sharaf al-Din 'Ali Yazdi",https://www.metmuseum.org/art/collection/search/450512,met,Sharaf al-din 'Ali Yazdi,1485–86,,met.450512.001.jpg
681632,Face of Half a Double Saddlebag (Khorjin),https://www.metmuseum.org/art/collection/search/681632,met,Unidentified,ca. 1875,,met.681632.001.jpg
488108,The Harbor,https://www.metmuseum.org/art/collection/search/488108,met,Josef Presser,ca. 1943,,met.488108.001.jpg
488147,Still Life,https://www.metmuseum.org/art/collection/search/488147,met,Ben Benn,1941,,met.488147.001.jpg
485555,The Street Pavers,https://www.metmuseum.org/art/collection/search/485555,met,Umberto Boccioni,1914,,met.485555.001.jpg
488143,Summer Day,https://www.metmuseum.org/art/collection/search/488143,met,Richard Sussman,ca. 1939,,met.488143.001.jpg
459968,Landscape,https://www.metmuseum.org/art/collection/search/459968,met,Auguste Renoir,1889,,met.459968.001.jpg
459095,Pines Along the Shore,https://www.metmuseum.org/art/collection/search/459095,met,Henri-Edmond Cross,1896,,met.459095.001.jpg
460193,Dish (coppa),https://www.metmuseum.org/art/collection/search/460193,met,Guido Durantino,ca. 1525,,met.460193.001.jpg
325851,Cuneiform tablet: caravan account,https://www.metmuseum.org/art/collection/search/325851,met,Unidentified,ca. 20th–19th century B.C.,,met.325851.001.jpg
168386,Pouch,https://www.metmuseum.org/art/collection/search/168386,met,Unidentified,1830–60,,met.168386.001.jpg
157558,Headdress,https://www.metmuseum.org/art/collection/search/157558,met,Unidentified,19th century,,met.157558001.jpg
550806,Stela of Saiah,https://www.metmuseum.org/art/collection/search/550806,met,Unidentified,ca. 825–712 B.C.,,met.550806.001.jpg
548625,Scarab Commemorating the King's Marriage to Queen Tiye,https://www.metmuseum.org/art/collection/search/548625,met,Unidentified,ca. 1390–1352 B.C.,,met.548625.001.jpg
58696,Case (Inrō) with Design of Young Pines Growing beside Gnarled Pine Trees,https://www.metmuseum.org/art/collection/search/58696,met,Unidentified,19th century,,met.58696.001.JPG
55240,The Advent of a Demon; Scene from a Performance in an old Kabuki Theatre,https://www.metmuseum.org/art/collection/search/55240,met,Unidentified,1615–1868,,met.55240.001.jpg
453153,"""The Execution of the Brahmins"", Folio from a Kalila wa Dimna",https://www.metmuseum.org/art/collection/search/453153,met,Unidentified,second quarter 16th century,,met.453153.001.jpg
37849,Krishna Battles the Armies of the Demon Naraka: Page from a Bhagavata Purana Manuscript,https://www.metmuseum.org/art/collection/search/37849,met,Unidentified,ca. 1540,,met.37849.001.jpg
447743,"""The Spy Zambur Brings Mahiya to the City of Tawariq"", Folio from a Hamzanama (Book of Hamza)",https://www.metmuseum.org/art/collection/search/447743,met,Kesav Das,ca. 1570,,met.447743.001.jpg
37808,"The Wrathful Protector Mahakala, Tantric Protective Form of Avalokiteshvara",https://www.metmuseum.org/art/collection/search/37808,met,Unidentified,early 18th century,,met.37808.001.jpg
854908,"Vaishravana, Guardian of Buddhism and Protector of Riches",https://www.metmuseum.org/art/collection/search/854908,met,Unidentified,early 15th century,,met.854908.001.jpg
307599,Eagle Relief,https://www.metmuseum.org/art/collection/search/307599,met,Unidentified,10th–13th century,,met.307599.001.jpg
841656,Tray (Batea) with Turnus Provoked into War by Aeneas,https://www.metmuseum.org/art/collection/search/841656,met,José Manuel de la Cerda,ca. 1764,,met.841656.001.jpg
365553,Design for a cornice.,https://www.metmuseum.org/art/collection/search/365553,met,Anonymous,1700–1780,,met.365553.001.jpg
437159,Young Woman Knitting,https://www.metmuseum.org/art/collection/search/437159,met,Berthe Morisot,ca. 1883,,met.437159.001.jpg
12042264,Actinologia britannica. Plate VI (Illustration),https://www.biodiversitylibrary.org/page/12042264,biodiversity,Philip Henry Gosse,1860,https://www.flickr.com/photos/biodivlibrary/6850396970/,biodiversity.12042264.001.jpg
